    2.5430108512417985e-03    0.0000000000000000e+00
2
28 5 
    0.0000000000000000e+00    0.0000000000000000e+00
    0.0000000000000000e+00    0.0000000000000000e+00
    0.0000000000000000e+00    0.0000000000000000e+00
    0.0000000000000000e+00    0.0000000000000000e+00
    0.0000000000000000e+00    0.0000000000000000e+00
    0.0000000000000000e+00    0.0000000000000000e+00
    0.0000000000000000e+00    0.0000000000000000e+00
    0.0000000000000000e+00    0.0000000000000000e+00
    0.0000000000000000e+00    0.0000000000000000e+00
    0.0000000000000000e+00    0.0000000000000000e+00
    0.0000000000000000e+00    0.0000000000000000e+00
    0.0000000000000000e+00    0.0000000000000000e+00
    0.0000000000000000e+00    0.0000000000000000e+00
    0.0000000000000000e+00    0.0000000000000000e+00
    5.6424825370902890e-02    0.0000000000000000e+00
    4.1232209394215799e-03    0.0000000000000000e+00
    3.3434638179857010e-04    0.0000000000000000e+00
    6.1400648061944625e-03    0.0000000000000000e+00
   -2.5011253796730186e-02    0.0000000000000000e+00
    3.3012087648915631e-04    0.0000000000000000e+00
    3.9242745622426224e-04    0.0000000000000000e+00
   -9.1768955695640697e-01    0.0000000000000000e+00
   -2.1619459760525570e-06    0.0000000000000000e+00
    2.1036627777772145e-04    0.0000000000000000e+00
   -4.8712925715492699e-03    0.0000000000000000e+00
    1.7170635010704928e-03    0.0000000000000000e+00
   -2.4123018882704489e-04    0.0000000000000000e+00
    2.0090354726745091e-03    0.0000000000000000e+00
   -5.6360903827851284e-02    0.0000000000000000e+00
   -4.1409978989171061e-03    0.0000000000000000e+00
   -7.3822048209799720e-04    0.0000000000000000e+00
   -6.9275297999768243e-03    0.0000000000000000e+00
    2.5116160642330757e-02    0.0000000000000000e+00
   -5.4302480620954403e-04    0.0000000000000000e+00
   -4.3805633530485678e-04    0.0000000000000000e+00
    9.1770543104968416e-01    0.0000000000000000e+00
   -1.1394133414173038e-04    0.0000000000000000e+00
    2.8581535209210425e-04    0.0000000000000000e+00
    4.6163733702503634e-03    0.0000000000000000e+00
   -3.6169068037160532e-04    0.0000000000000000e+00
    1.1147256050799904e-04    0.0000000000000000e+00
   -2.6073241944623601e-03    0.0000000000000000e+00
    4.7536979339057266e-19    0.0000000000000000e+00
    3.6710876551189973e-20    0.0000000000000000e+00
    2.3774819893522485e-21    0.0000000000000000e+00
   -5.6542980748157036e-21    0.0000000000000000e+00
   -9.3000798986047516e-20    0.0000000000000000e+00
